smiles,ccdid,description,sm_check,rd_smiles,res_smiles
Cc1ccn(n1)c2cc(ccc2C(C(F)(F)F)Oc3cc(nc(n3)N)c4ccc(cc4)CC(C(=O)O)N)Cl,IVN,"(2~{r})-2-azanyl-3-[4-[2-azanyl-6-[(1~{r})-1-[4-chloranyl-2-(3-methylpyrazol-1-yl)phenyl]-2,2,2-tris(fluoranyl)ethoxy]pyrimidin-4-yl]phenyl]propanoic acid",True,Cc1ccn(-c2cc(Cl)ccc2C(Oc2cc(-c3ccc(CC(N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,Cc1ccn(-c2cc(Cl)ccc2C(Oc2cc(-c3ccc(CC(N)C=O)cc3)nc(N)n2)C(F)(F)F)n1
CN1c2c(n(c(n2)Cc3[nH]c4ccc(cc4n3)NC(=O)CCC(C(=O)O)N)Cc5ccccc5)C(=O)NC1=O,IVZ,"(2~{r})-2-azanyl-5-[[2-[[3-methyl-2,6-bis(oxidanylidene)-7-(phenylmethyl)purin-8-yl]methyl]-1~{h}-benzimidazol-5-yl]amino]-5-oxidanylidene-pentanoic acid",True,Cn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc(NC(=O)CCC(N)C(=O)O)ccc3[nH]1)n2Cc1ccccc1,Cn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc(NC(=O)CCC(N)C=O)ccc3[nH]1)n2Cc1ccccc1
CN1c2c(n(c(n2)Sc3[nH]c4cc(ccc4n3)NC(=O)CCC(C(=O)O)N)Cc5ccccc5)C(=O)NC1=O,IWA,"(2r)-2-azanyl-5-[[2-[3-methyl-2,6-bis(oxidanylidene)-7-(phenylmethyl)purin-8-yl]sulfanyl-3h-benzimidazol-5-yl]amino]-5-oxidanylidene-pentanoic acid",True,Cn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3ccc(NC(=O)CCC(N)C(=O)O)cc3[nH]1)n2Cc1ccccc1,Cn1c(=O)[nH]c(=O)c2c1nc(Sc1nc3ccc(NC(=O)CCC(N)C=O)cc3[nH]1)n2Cc1ccccc1
c1cc(c(cc1CC(C(=O)O)N)I)O,IYR,3-iodo-tyrosine,True,NC(Cc1ccc(O)c(I)c1)C(=O)O,NC(C=O)Cc1ccc(O)c(I)c1
C#CCCC(C(=O)O)N,IZO,(2s)-2-aminohex-5-ynoic acid,True,C#CCCC(N)C(=O)O,C#CCCC(N)C=O
c1ccc(c(c1)COc2ccc(cc2)CC(C(=O)O)N)[N+](=O)[O-],J2F,(2~{s})-2-azanyl-3-[4-[(2-nitrophenyl)methoxy]phenyl]propanoic acid,True,NC(Cc1ccc(OCc2ccccc2[N+](=O)[O-])cc1)C(=O)O,NC(C=O)Cc1ccc(OCc2ccccc2[N+](=O)[O-])cc1
C(C(C(=O)O)NC(=O)O)S,J3D,n-carboxy-l-cysteine,True,O=C(O)NC(CS)C(=O)O,O=CC(CS)NC(=O)O
Cn1c2c(nc1Nc3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O)N(C(=O)N(C2=O)Cc4ccc(c(c4)Cl)Cl)C,J4C,"(2s)-2-[[4-[[1-[(3,4-dichlorophenyl)methyl]-3,7-dimethyl-2,6-bis(oxidanylidene)purin-8-yl]amino]phenyl]carbonylamino]pentanedioic acid",True,Cn1c(Nc2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)nc2c1c(=O)n(Cc1ccc(Cl)c(Cl)c1)c(=O)n2C,Cn1c(Nc2ccc(C(=O)NC(C=O)CCC(=O)O)cc2)nc2c1c(=O)n(Cc1ccc(Cl)c(Cl)c1)c(=O)n2C
CCCCCC(C)(C(=O)O)N,J7H,(2~{r})-2-azanyl-2-methyl-heptanoic acid,True,CCCCCC(C)(N)C(=O)O,CCCCCC(C)(N)C=O
C(C(C(=O)O)N)OC(=O)CC(=O)O,J8W,(2~{s})-2-azanyl-3-(3-oxidanyl-3-oxidanylidene-propanoyl)oxy-propanoic acid,True,NC(COC(=O)CC(=O)O)C(=O)O,NC(C=O)COC(=O)CC(=O)O
CNC(=[N+](CCCC(C(=O)[O-])N)O)N,J9Y,(2s)-2-amino-5-{[(e)-amino(methylamino)methylidene](hydroxy)azaniumyl}pentanoate,True,CNC(N)=[N+](O)CCCC(N)C(=O)[O-],CNC(N)=[N+](O)CCCC(N)C=O
c1ccc(cc1)CC(C(CN2CCCC2C(=O)O)O)N,JG3,"1-[(2s,3s)-3-amino-2-hydroxy-4-phenylbutyl]-l-proline",True,NC(Cc1ccccc1)C(O)CN1CCCC1C(=O)O,NC(Cc1ccccc1)C(O)CN1CCCC1C=O
c1cc(cnc1)C(=O)SCC(C(=O)O)N,JJJ,s-(pyridin-3-ylcarbonyl)-l-cysteine,True,NC(CSC(=O)c1cccnc1)C(=O)O,NC(C=O)CSC(=O)c1cccnc1
c1cc(cnc1)C(O)SCC(C(=O)O)N,JJK,s-[(s)-hydroxy(pyridin-3-yl)methyl]-l-cysteine,True,NC(CSC(O)c1cccnc1)C(=O)O,NC(C=O)CSC(O)c1cccnc1
COc1cc(cnc1)C(O)SCC(C(=O)O)N,JJL,s-[(s)-hydroxy(5-methoxypyridin-3-yl)methyl]-l-cysteine,True,COc1cncc(C(O)SCC(N)C(=O)O)c1,COc1cncc(C(O)SCC(N)C=O)c1
c1ccc(cc1)COC(=O)NCCCC(C(=O)O)N,JKC,(2s)-2-azanyl-5-(phenylmethoxycarbonylamino)pentanoic acid,True,NC(CCCNC(=O)OCc1ccccc1)C(=O)O,NC(C=O)CCCNC(=O)OCc1ccccc1
C1C(CNC1C(=O)O)[NH3+],JKH,4-amino-proline,True,NC1CNC(C(=O)O)C1,NC1CNC(C=O)C1
Cc1c(c(c(cn1)CO)C=NCCCCC(C(=O)O)N)O,JLP,(2s)-2-azanyl-6-[e-[5-(hydroxymethyl)-2-methyl-3-oxidanyl-pyridin-4-yl]methylideneamino]hexanoic acid,True,Cc1ncc(CO)c(C=NCCCCC(N)C(=O)O)c1O,Cc1ncc(CO)c(C=NCCCCC(N)C=O)c1O
CNC(Cc1cn(c2c1cccc2)Cc3ccc(cc3)Br)C(=O)O,JMX,(2s)-3-[1-[(4-bromophenyl)methyl]indol-3-yl]-2-(methylamino)propanoic acid,True,CNC(Cc1cn(Cc2ccc(Br)cc2)c2ccccc12)C(=O)O,CNC(C=O)Cc1cn(Cc2ccc(Br)cc2)c2ccccc12
CCCCCCN(CCC(C(=O)O)N)CC1C(C(C(O1)n2cnc3c2ncnc3N)O)O,K15,5'-{[(3s)-3-amino-3-carboxypropyl](hexyl)amino}-5'-deoxyadenosine,True,CCCCCCN(CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,CCCCCCN(CCC(N)C=O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
C(C(C(=O)O)N)SCC(C(F)(F)F)(O)O,K5H,"(2~{r})-2-azanyl-3-[3,3,3-tris(fluoranyl)-2,2-bis(oxidanyl)propyl]sulfanyl-propanoic acid",True,NC(CSCC(O)(O)C(F)(F)F)C(=O)O,NC(C=O)CSCC(O)(O)C(F)(F)F
CCCCCCP(=O)(OCC(C(=O)O)N)Oc1cccnc1c2c(cccn2)O,K7K,2-azanyl-3-[hexyl-[2-(3-oxidanylpyridin-2-yl)pyridin-3-yl]oxy-phosphoryl]oxy-propanal,True,CCCCCCP(=O)(OCC(N)C(=O)O)Oc1cccnc1-c1ncccc1O,CCCCCCP(=O)(OCC(N)C=O)Oc1cccnc1-c1ncccc1O
c1ccc(cc1)CC(C(=O)O)NC(=O)CCC(C(Cc2ccccc2)NC(=O)c3ccccc3)(O)O,KAF,"n-{(5s)-4,4-dihydroxy-6-phenyl-5-[(phenylcarbonyl)amino]hexanoyl}-l-phenylalanine",True,O=C(CCC(O)(O)C(Cc1ccccc1)NC(=O)c1ccccc1)NC(Cc1ccccc1)C(=O)O,O=CC(Cc1ccccc1)NC(=O)CCC(O)(O)C(Cc1ccccc1)NC(=O)c1ccccc1
CC(=C)C1CNC(C1CC(=O)O)C(=O)O,KAI,3-(carboxymethyl)-4-isopropenylproline,True,C=C(C)C1CNC(C(=O)O)C1CC(=O)O,C=C(C)C1CNC(C=O)C1CC(=O)O
c1ccc(cc1)CC(C(CCC(=O)NC(Cc2c[nH]c3c2cccc3)C(=O)O)(O)O)NC(=O)c4ccccc4,KAW,"n-{(5s)-4,4-dihydroxy-6-phenyl-5-[(phenylcarbonyl)amino]hexanoyl}-l-tryptophan",True,O=C(CCC(O)(O)C(Cc1ccccc1)NC(=O)c1ccccc1)NC(Cc1c[nH]c2ccccc12)C(=O)O,O=CC(Cc1c[nH]c2ccccc12)NC(=O)CCC(O)(O)C(Cc1ccccc1)NC(=O)c1ccccc1
c1cc(ccc1CN(CCC(C(=O)O)N)CC2C(C(C(O2)n3cnc4c3ncnc4N)O)O)F,KB1,5'-{[(3s)-3-amino-3-carboxypropyl][(4-fluorophenyl)methyl]amino}-5'-deoxyadenosine,True,Nc1ncnc2c1ncn2C1OC(CN(CCC(N)C(=O)O)Cc2ccc(F)cc2)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CN(CCC(N)C=O)Cc2ccc(F)cc2)C(O)C1O
c1c(ncs1)CC(C(=O)O)N,KCJ,"3-(1,3-thiazol-4-yl)-l-alanine",True,NC(Cc1cscn1)C(=O)O,NC(C=O)Cc1cscn1
CC=CC(=O)NCCCCC(C(=O)O)N,KCR,n-6-crotonyl-l-lysine,True,CC=CC(=O)NCCCCC(N)C(=O)O,CC=CC(=O)NCCCCC(N)C=O
C(CCNC(=O)O)CC(C(=O)O)N,KCX,lysine nz-carboxylic acid,True,NC(CCCCNC(=O)O)C(=O)O,NC(C=O)CCCCNC(=O)O
C(CC(CC(=O)NCCC(CC(C(=O)O)N)O)N)CN,KEO,e(r)-beta-lysyl-hydroxylysine,True,NCCCC(N)CC(=O)NCCC(O)CC(N)C(=O)O,NCCCC(N)CC(=O)NCCC(O)CC(N)C=O
Cc1c(c(c(c[nH+]1)COP(=O)(O)O)C=NC(CC(=O)O)C(=O)O)O,KET,2-[(3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethylene)-amino]-succinic acid,True,Cc1ncc(COP(=O)(O)O)c(C=NC(CC(=O)O)C(=O)O)c1O,Cc1ncc(COP(=O)(O)O)c(C=NC(C=O)CC(=O)O)c1O
c1c(nc2c(n1)N=C(NC2=O)N)CNCCCCC(C(=O)O)N,KFP,"n~6~-[(2-amino-4-oxo-3,4-dihydropteridin-6-yl)methyl]-d-lysine",True,Nc1nc2ncc(CNCCCCC(N)C(=O)O)nc2c(=O)[nH]1,Nc1nc2ncc(CNCCCCC(N)C=O)nc2c(=O)[nH]1
CCCCCCNCCN(CCC(C(=O)O)N)CC1C(C(C(O1)n2cnc3c2ncnc3N)O)O,KH3,5'-{[(3s)-3-amino-3-carboxypropyl][2-(hexylamino)ethyl]amino}-5'-deoxyadenosine,True,CCCCCCNCCN(CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,CCCCCCNCCN(CCC(N)C=O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
CC(CC(=O)NCCCCC(C(=O)O)N)O,KHB,n~6~-[(3s)-3-hydroxybutanoyl]-l-lysine,True,CC(O)CC(=O)NCCCCC(N)C(=O)O,CC(O)CC(=O)NCCCCC(N)C=O
c1ccc2c(c1)cccc2C=NN(CC(=O)O)C(=O)CCC(=O)Nc3ccccc3Cl,KJZ,[(2e)-1-{4-[(2-chlorophenyl)amino]-4-oxobutanoyl}-2-(naphthalen-1-ylmethylidene)hydrazino]acetic acid,True,O=C(O)CN(N=Cc1cccc2ccccc12)C(=O)CCC(=O)Nc1ccccc1Cl,O=CCN(N=Cc1cccc2ccccc12)C(=O)CCC(=O)Nc1ccccc1Cl
CC(=O)NC(CC(=O)O)C(=O)O,KKD,n-acetyl-l-aspartic acid,True,CC(=O)NC(CC(=O)O)C(=O)O,CC(=O)NC(C=O)CC(=O)O
CS(=O)(=O)CC(C(=O)O)N,KNB,3-(methylsulfonyl)-l-alanine,True,CS(=O)(=O)CC(N)C(=O)O,CS(=O)(=O)CC(N)C=O
C(CCN=C(CF)C(=O)O)CC(C(=O)O)N,KPF,n-(1-carboxy-2-fluoro-ethenyl) lysine,True,NC(CCCCN=C(CF)C(=O)O)C(=O)O,NC(C=O)CCCCN=C(CF)C(=O)O
CC(=NCCCCC(C(=O)O)N)C(=O)O,KPI,(2s)-2-amino-6-[(1-hydroxy-1-oxo-propan-2-ylidene)amino]hexanoic acid,True,CC(=NCCCCC(N)C(=O)O)C(=O)O,CC(=NCCCCC(N)C=O)C(=O)O
Cc1c(c(c(cn1)COP(=O)(O)O)CNC(CCO)C(=O)O)O,KPU,(2~{s})-2-[[2-methyl-3-oxidanyl-5-(phosphonooxymethyl)pyridin-4-yl]methylamino]-4-oxidanyl-butanoic acid,True,Cc1ncc(COP(=O)(O)O)c(CNC(CCO)C(=O)O)c1O,Cc1ncc(COP(=O)(O)O)c(CNC(C=O)CCO)c1O
CC(=NCCSCC(C(=O)O)N)C(=O)O,KPY,(2r)-2-azanyl-3-[2-[(e)-(1-oxidanyl-1-oxidanylidene-propan-2-ylidene)amino]ethylsulfanyl]propanoic acid,True,CC(=NCCSCC(N)C(=O)O)C(=O)O,CC(=NCCSCC(N)C=O)C(=O)O
CCOC(=O)NCCCCC(C(=O)O)N,KR3,n~6~-(ethoxycarbonyl)-l-lysine,True,CCOC(=O)NCCCCC(N)C(=O)O,CCOC(=O)NCCCCC(N)C=O
C(CSCC(C(C(=O)CO)O)O)C(C(=O)O)N,KRI,"(s)-2-amino-4-[(2s,3r)-2,3,5-trihydroxy-4-oxo-pentyl]mercapto-butyric acid",True,NC(CCSCC(O)C(O)C(=O)CO)C(=O)O,NC(C=O)CCSCC(O)C(O)C(=O)CO
c1c(csc1C(=O)O)NCCCCC(C(=O)O)N,KST,n~6~-(5-carboxy-3-thienyl)-l-lysine,True,NC(CCCCNc1csc(C(=O)O)c1)C(=O)O,NC(C=O)CCCCNc1csc(C(=O)O)c1
c1ccc(c(c1)C(=O)CC(C(=O)O)N)N,KYN,(2s)-2-amino-4-(2-aminophenyl)-4-oxobutanoic acid,True,Nc1ccccc1C(=O)CC(N)C(=O)O,Nc1ccccc1C(=O)CC(N)C=O
C(CCN=C(CO)C(=O)O)CC(C(=O)O)N,KYQ,(e)-n~6~-(1-carboxy-2-hydroxyethylidene)-l-lysine,True,NC(CCCCN=C(CO)C(=O)O)C(=O)O,NC(C=O)CCCCN=C(CO)C(=O)O
c1cc(ccc1CCC2Cc3c(nc(nc3O)N)NC2)C(=O)NC(CCC(=O)O)C(=O)O,L24,"[[[2-amino-5,6,7,8-tetrahydro-4-hydroxy-pyrido[2,3-d]pyrimidin-6-yl]-ethyl]-phenyl]-carbonyl-glutamic acid",True,Nc1nc(O)c2c(n1)NCC(CCc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)C2,Nc1nc(O)c2c(n1)NCC(CCc1ccc(C(=O)NC(C=O)CCC(=O)O)cc1)C2
c1ccc(cc1)C2=NNC(=S)N2CCCC(C(=O)O)N(Cc3c[nH]cn3)Cc4c[nH]cn4,L2R,"(2~{s})-2-[bis(1~{h}-imidazol-4-ylmethyl)amino]-5-(3-phenyl-5-sulfanylidene-1~{h}-1,2,4-triazol-4-yl)pentanoic acid",True,O=C(O)C(CCCn1c(-c2ccccc2)n[nH]c1=S)N(Cc1c[nH]cn1)Cc1c[nH]cn1,O=CC(CCCn1c(-c2ccccc2)n[nH]c1=S)N(Cc1c[nH]cn1)Cc1c[nH]cn1
c1cc(ccc1C(=O)NC(CCC(=O)O)C(=O)O)N2CC3CNc4c(c(nc(n4)N)O)N3C2=O,L34,"4-(7-amino-9-hydroxy-1-oxo-3,3a,4,5-tetrahydro-2,5,6,8,9b-pentaaza-cyclopenta[a]naphthalen-2-yl)-phenylcarbonyl-glutami c acid",True,Nc1nc(O)c2c(n1)NCC1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)C(=O)N21,Nc1nc(O)c2c(n1)NCC1CN(c3ccc(C(=O)NC(C=O)CCC(=O)O)cc3)C(=O)N21
c1cc(ccc1C(=O)NC(CCC(=O)O)C(=O)O)NC(=O)Nc2c(c(nc(n2)N)O)N,L37,"[[n'-(2,5-diamino-6-hydroxy-pyrimidin-4-yl)-ureayl]-phen-4-yl]-carbonyl-glutamic acid",True,Nc1nc(O)c(N)c(NC(=O)Nc2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)n1,Nc1nc(O)c(N)c(NC(=O)Nc2ccc(C(=O)NC(C=O)CCC(=O)O)cc2)n1
CC(CCCCCCC=C)(C(=O)O)N,L4R,fmoc-(r)-2-(7-octenyl)alanine,True,C=CCCCCCCC(C)(N)C(=O)O,C=CCCCCCCC(C)(N)C=O
C(CCC(=O)NCCCCC(C(=O)O)N)CC(CCS)S,LA2,"n~6~-[(6r)-6,8-disulfanyloctanoyl]-l-lysine",True,NC(CCCCNC(=O)CCCCC(S)CCS)C(=O)O,NC(C=O)CCCCNC(=O)CCCCC(S)CCS
CC(C(=O)O)N(C)C,LAL,"n,n-dimethyl-l-alanine",True,CC(C(=O)O)N(C)C,CC(C=O)N(C)C
CC(C)CC(CNC(C(C)C)C(=O)O)N,LAV,n-[(2s)-2-amino-4-methylpentyl]-l-valine,True,CC(C)CC(N)CNC(C(=O)O)C(C)C,CC(C)CC(N)CNC(C=O)C(C)C
CC(C)CC(C(=O)O)NC(=O)C,LAY,n-acetyl-l-leucine,True,CC(=O)NC(CC(C)C)C(=O)O,CC(=O)NC(C=O)CC(C)C
CC(C)(C)OC(=O)NCCCCC(C(=O)O)N,LBY,n~6~-(tert-butoxycarbonyl)-l-lysine,True,CC(C)(C)OC(=O)NCCCCC(N)C(=O)O,CC(C)(C)OC(=O)NCCCCC(N)C=O
c1ccc(cc1)C(=O)NCCCCC(C(=O)O)N,LBZ,(2~{s})-2-azanyl-6-benzamido-hexanoic acid,True,NC(CCCCNC(=O)c1ccccc1)C(=O)O,NC(C=O)CCCCNC(=O)c1ccccc1
CC(=NCCCCC(C(=O)O)N)CC(=O)O,LCK,(z)-n~6~-(2-carboxy-1-methylethylidene)-l-lysine,True,CC(CC(=O)O)=NCCCCC(N)C(=O)O,CC(CC(=O)O)=NCCCCC(N)C=O
CC(C)CC(C=O)N,LCZ,(2s)-2-amino-4-methylpentanal,True,CC(C)CC(N)C=O,CC(C)CC(N)C=O
CCNCCCCC(C(=O)O)N,LDH,n~6~-ethyl-l-lysine,True,CCNCCCCC(N)C(=O)O,CCNCCCCC(N)C=O
CC(C)(C(C(=O)O)N)S,LE1,3-sulfanyl-l-valine,True,CC(C)(S)C(N)C(=O)O,CC(C)(S)C(N)C=O
CC(CC(C(=O)O)N)C=O,LED,(4r)-5-oxo-l-leucine,True,CC(C=O)CC(N)C(=O)O,CC(C=O)CC(N)C=O
C(CCN=C(CCC(=O)O)COCC(=O)CCC(=O)O)CC(C(=O)O)N,LET,(z)-n^6-{3-carboxy-1-[(4-carboxy-2-oxobutoxy)methyl]propylidene}-l-lysine,True,NC(CCCCN=C(CCC(=O)O)COCC(=O)CCC(=O)O)C(=O)O,NC(C=O)CCCCN=C(CCC(=O)O)COCC(=O)CCC(=O)O
C(CCN=CCCC=O)CC(C(=O)O)N,LGY,(e)-n~6~-(4-oxobutylidene)-l-lysine,True,NC(CCCCN=CCCC=O)C(=O)O,NC(C=O)CCCCN=CCCC=O
CC(=C)C=Cc1cccc2c1c(c[nH]2)CC(C(=O)O)NC,LH6,"(2~{s})-2-(methylamino)-3-[4-[(1~{e})-3-methylbuta-1,3-dienyl]-1~{h}-indol-3-yl]propanoic acid",True,C=C(C)C=Cc1cccc2[nH]cc(CC(NC)C(=O)O)c12,C=C(C)C=Cc1cccc2[nH]cc(CC(C=O)NC)c12
C1=CN(C(=O)N=C1N)CCC(C(=O)O)N,LHC,(2s)-2-amino-4-(4-amino-2-oxopyrimidin-1(2h)-yl)butanoic acid,True,Nc1ccn(CCC(N)C(=O)O)c(=O)n1,Nc1ccn(CCC(N)C=O)c(=O)n1
CCCC(C(=O)O)NCC(C(CC(C)C)N)O,LHE,"n-[(2r,3s)-3-amino-2-hydroxy-5-methylhexyl]-l-norvaline",True,CCCC(NCC(O)C(N)CC(C)C)C(=O)O,CCCC(C=O)NCC(O)C(N)CC(C)C
c1ccc(cc1)CC(C(=O)O)NC(=O)NO,LHY,l-[(n-hydroxyamino)carbonyl]phenylalanine,True,O=C(NO)NC(Cc1ccccc1)C(=O)O,O=CC(Cc1ccccc1)NC(=O)NO
C1C(O1)CC(C(=O)O)N,LIS,"(2s,4s)-2-amino-4,5-epoxipentanoic acid",True,NC(CC1CO1)C(=O)O,NC(C=O)CC1CO1
CCCCOc1ccc2cc(ccc2c1)S(=O)(=O)NC(CCC(=O)O)C(=O)O,LK1,n-[(6-butoxynaphthalen-2-yl)sulfonyl]-l-glutamic acid,True,CCCCOc1ccc2cc(S(=O)(=O)NC(CCC(=O)O)C(=O)O)ccc2c1,CCCCOc1ccc2cc(S(=O)(=O)NC(C=O)CCC(=O)O)ccc2c1
CCCCCOc1ccc2cc(ccc2c1)S(=O)(=O)NC(CCC(=O)O)C(=O)O,LK3,n-{[6-(pentyloxy)naphthalen-2-yl]sulfonyl}-d-glutamic acid,True,CCCCCOc1ccc2cc(S(=O)(=O)NC(CCC(=O)O)C(=O)O)ccc2c1,CCCCCOc1ccc2cc(S(=O)(=O)NC(C=O)CCC(=O)O)ccc2c1
c1cc(ccc1COc2ccc3cc(ccc3c2)S(=O)(=O)NC(CCC(=O)O)C(=O)O)C#N,LK4,n-({6-[(4-cyanobenzyl)oxy]naphthalen-2-yl}sulfonyl)-d-glutamic acid,True,N#Cc1ccc(COc2ccc3cc(S(=O)(=O)NC(CCC(=O)O)C(=O)O)ccc3c2)cc1,N#Cc1ccc(COc2ccc3cc(S(=O)(=O)NC(C=O)CCC(=O)O)ccc3c2)cc1
c1cc(c(cc1C#N)F)COc2ccc3cc(ccc3c2)S(=O)(=O)NC(CCC(=O)O)C(=O)O,LKM,n-({6-[(4-cyano-2-fluorobenzyl)oxy]naphthalen-2-yl}sulfonyl)-d-glutamic acid,True,N#Cc1ccc(COc2ccc3cc(S(=O)(=O)NC(CCC(=O)O)C(=O)O)ccc3c2)c(F)c1,N#Cc1ccc(COc2ccc3cc(S(=O)(=O)NC(C=O)CCC(=O)O)ccc3c2)c(F)c1
CC(CC(C)(C)O)NCCCCC(C(=O)O)N,LLO,"n~6~-[(1s)-3-hydroxy-1,3-dimethylbutyl]-l-lysine",True,CC(CC(C)(C)O)NCCCCC(N)C(=O)O,CC(CC(C)(C)O)NCCCCC(N)C=O
CC(CC(=O)c1ccc2cc(ccc2c1)OC)NCCCCC(C(=O)O)N,LLZ,n~6~-[(1s)-3-(6-methoxynaphthalen-2-yl)-1-methyl-3-oxopropyl]-l-lysine,True,COc1ccc2cc(C(=O)CC(C)NCCCCC(N)C(=O)O)ccc2c1,COc1ccc2cc(C(=O)CC(C)NCCCCC(N)C=O)ccc2c1
CC(CC(=O)O)C(C(=O)O)N,LME,"(2s,3r)-2-azanyl-3-methyl-pentanedioic acid",True,CC(CC(=O)O)C(N)C(=O)O,CC(CC(=O)O)C(N)C=O
CNC(=S)NCCCCC(C(=O)O)N,LMF,nz(n-methyl thioformamide) lysine,True,CNC(=S)NCCCCC(N)C(=O)O,CNC(=S)NCCCCC(N)C=O
CC(CC(=O)N)C(C(=O)O)N,LMQ,(3s)-3-methyl-l-glutamine,True,CC(CC(N)=O)C(N)C(=O)O,CC(CC(N)=O)C(N)C=O
C1CCN(CC1)CCCCC(C(=O)O)N,LP6,6-piperidin-1-yl-l-norleucine,True,NC(CCCCN1CCCCC1)C(=O)O,NC(C=O)CCCCN1CCCCC1
C#CC(C(=O)O)N,LPG,(2s)-2-aminobut-3-ynoic acid,True,C#CC(N)C(=O)O,C#CC(N)C=O
C(CCN=C(CCC(=O)O)CS(=O)(=O)CC(=O)CCC(=O)O)CC(C(=O)O)N,LSO,(z)-n~6~-(3-carboxy-1-{[(4-carboxy-2-oxobutyl)sulfonyl]methyl}propylidene)-l-lysine,True,NC(CCCCN=C(CCC(=O)O)CS(=O)(=O)CC(=O)CCC(=O)O)C(=O)O,NC(C=O)CCCCN=C(CCC(=O)O)CS(=O)(=O)CC(=O)CCC(=O)O
c1nc(c2c(n1)n(cn2)C3C(C(C(O3)CCCNC(=N)NCCCC(C(=O)O)N)O)O)N,LTE,"1-[3-[(2~{r},3~{s},4~{r},5~{r})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]propyl]-3-[(4~{s})-4-azanyl-5-oxidanylidene-pentyl]guanidine",True,N=C(NCCCC(N)C(=O)O)NCCCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,N=C(NCCCC(N)C=O)NCCCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
CC(=O)NCC(C(=O)O)N,LV8,(2~{s})-3-acetamido-2-azanyl-propanoic acid,True,CC(=O)NCC(N)C(=O)O,CC(=O)NCC(N)C=O
C=CC(C(=O)O)N,LVG,l-vinylglycine,True,C=CC(N)C(=O)O,C=CC(N)C=O
CC(C=O)C(C(=O)O)N,LVN,(3s)-4-oxo-l-valine,True,CC(C=O)C(N)C(=O)O,CC(C=O)C(N)C=O
c1ccc(c(c1)CC(C(=O)O)N)CN,LWI,2-(aminomethyl)-l-phenylalanine,True,NCc1ccccc1CC(N)C(=O)O,NCc1ccccc1CC(N)C=O
CP(=O)(N1CCCC1C(=O)O)O,LWY,1-[(r)-hydroxy(methyl)phosphoryl]-l-proline,True,CP(=O)(O)N1CCCC1C(=O)O,CP(=O)(O)N1CCCC1C=O
C(CCN=C(CC(CCC(=O)O)O)C(=O)O)CC(C(=O)O)N,LYF,"(2e,4s)-2-{[(5s)-5-amino-5-carboxypentyl]imino}-4-hydroxyheptanedioic acid",True,NC(CCCCN=C(CC(O)CCC(=O)O)C(=O)O)C(=O)O,NC(C=O)CCCCN=C(CC(O)CCC(=O)O)C(=O)O
C(CN)C=CC(C(=O)O)N,LYH,"3,4 ene-lysine",True,NCCC=CC(N)C(=O)O,NCCC=CC(N)C=O
C(CN)C(CC(C(=O)O)N)O,LYO,4-hydroxy-lysine,True,NCCC(O)CC(N)C(=O)O,NCCC(O)CC(N)C=O
CCCN(C)CCCCC(C(=O)O)N,LYP,n~6~-methyl-n~6~-propyl-l-lysine,True,CCCN(C)CCCCC(N)C(=O)O,CCCN(C)CCCCC(N)C=O
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCNCCCCC(C(=O)O)N)C)C,LYR,"n~6~-[(2z,4e,6e,8e)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenyl]lysine",True,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCNCCCCC(N)C(=O)O,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCNCCCCC(N)C=O
CC(C)CCCNCCCCC(C(=O)O)N,LYU,n~6~-(4-methylpentyl)-l-lysine,True,CC(C)CCCNCCCCC(N)C(=O)O,CC(C)CCCNCCCCC(N)C=O
