smiles,ccdid,description,sm_check,rd_smiles,res_smiles
C1CC(N(C1)C=O)C(=O)O,FPK,1-formyl-l-proline,True,O=CN1CCCC1C(=O)O,O=CC1CCCN1C=O
c1ccc(cc1)CNCCCCC(C(=O)O)N,FQA,n~6~-benzyl-l-lysine,True,NC(CCCCNCc1ccccc1)C(=O)O,NC(C=O)CCCCNCc1ccccc1
c1cc2c(cc1F)c(c[nH]2)CC(C(=O)O)N,FTR,fluorotryptophane,True,NC(Cc1c[nH]c2ccc(F)cc12)C(=O)O,NC(C=O)Cc1c[nH]c2ccc(F)cc12
c1cc(ccc1CC(C(=O)O)N)C(F)(F)P(=O)(O)O,FTY,deoxy-difluoromethelene-phosphotyrosine,True,NC(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)O,NC(C=O)Cc1ccc(C(F)(F)P(=O)(O)O)cc1
CC(C)C(C(=O)O)NC=O,FVA,n-formyl-l-valine,True,CC(C)C(NC=O)C(=O)O,CC(C)C(C=O)NC=O
c1cc(cc(c1)C(F)(F)F)CC(C(=O)O)N,FX9,(2s)-2-azanyl-3-[3-(trifluoromethyl)phenyl]propanoic acid,True,NC(Cc1cccc(C(F)(F)F)c1)C(=O)O,NC(C=O)Cc1cccc(C(F)(F)F)c1
c1cc(c(c(c1CC(C(=O)O)N)F)F)O,FY2,"2,3-difluoro-l-tyrosine",True,NC(Cc1ccc(O)c(F)c1F)C(=O)O,NC(C=O)Cc1ccc(O)c(F)c1F
c1c(c(c(c(c1F)O)F)F)CC(C(=O)O)N,FY3,"2,3,5-trifluoro-l-tyrosine",True,NC(Cc1cc(F)c(O)c(F)c1F)C(=O)O,NC(C=O)Cc1cc(F)c(O)c(F)c1F
CC(=NCCCCC(C(=O)O)N)SC1C(C(C(O1)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)n3cnc4c3ncnc4N)O)O)O)O,FZN,"(2s)-2-amino-6-{[(1z)-1-{[(2r,3r,4s,5r)-5-({[(r)-{[(r)-{[(2r,3s,4r,5r)-5-(6-amino-9h-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methoxy}(hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]oxy}methyl)-3,4-dihydroxytetrahydrofuran-2-yl]sulfanyl}ethylidene]amino}hexanoic acid",True,CC(=NCCCCC(N)C(=O)O)SC1OC(COP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O,CC(=NCCCCC(N)C=O)SC1OC(COP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O
CP(=O)(NC(CCC(=O)O)C(=O)O)O,G01,n-[(r)-hydroxy(methyl)phosphoryl]-d-glutamic acid,True,CP(=O)(O)NC(CCC(=O)O)C(=O)O,CP(=O)(O)NC(C=O)CCC(=O)O
C1=CC(=O)C(=O)C=C1CC(C(=O)O)N,G1X,"(2s)-2-azanyl-3-[3,4-bis(oxidanylidene)cyclohexa-1,5-dien-1-yl]propanoic acid",True,NC(CC1=CC(=O)C(=O)C=C1)C(=O)O,NC(C=O)CC1=CC(=O)C(=O)C=C1
c1cc(c(cc1NCc2cnc3c(n2)C(=O)NC(=N3)N)O)C(=O)NC(CCC(=O)O)C(=O)O,G7D,"n-(4-{[(2-amino-4-oxo-3,4-dihydropteridin-6-yl)methyl]amino}-2-hydroxybenzene-1-carbonyl)-l-glutamic acid",True,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)c(O)c3)nc2c(=O)[nH]1,Nc1nc2ncc(CNc3ccc(C(=O)NC(C=O)CCC(=O)O)c(O)c3)nc2c(=O)[nH]1
C1CC(C1C(C(=O)O)N)C(=O)O,G8M,"(1s,2r)-2-[(s)-amino(carboxy)methyl]cyclobutanecarboxylic acid",True,NC(C(=O)O)C1CCC1C(=O)O,NC(C=O)C1CCC1C(=O)O
C1CNC(C1O)C(=O)O,G8X,"(2~{s},3~{r})-3-oxidanylpyrrolidine-2-carboxylic acid",True,O=C(O)C1NCCC1O,O=CC1NCCC1O
C1=CC(=O)N(C1C(=O)O)CC(C(C(C(CO)O)O)O)O,G9Z,agropinic acid,True,O=C(O)C1C=CC(=O)N1CC(O)C(O)C(O)C(O)CO,O=CC1C=CC(=O)N1CC(O)C(O)C(O)C(O)CO
CC(CCC(=O)O)(C(=O)O)N,GAM,alpha-methyl-l-glutamic acid,True,CC(N)(CCC(=O)O)C(=O)O,CC(N)(C=O)CCC(=O)O
CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,GCH,glycocholic acid,True,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)NCC=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
c1nc(c2c(n1)n(cn2)C3C(C(C(O3)C[S+](CCC(C(=O)[O-])[NH3+])CC(=O)[O-])O)O)N,GEK,"(2s)-4-[{[(2s,3s,4r,5r)-5-(6-amino-9h-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl}(carboxylatomethyl)sulfonio]-2-ammoniobutanoate",True,Nc1ncnc2c1ncn2C1OC(C[S+](CCC(N)C(=O)[O-])CC(=O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(C[S+](CCC(N)C=O)CC(=O)O)C(O)C1O
CP(=O)(OCC(C(=O)O)N)OC1CCCCC1,GFT,(2s)-2-azanyl-3-[cyclohexyloxy(methyl)phosphoryl]oxy-propanoic acid,True,CP(=O)(OCC(N)C(=O)O)OC1CCCCC1,CP(=O)(OCC(N)C=O)OC1CCCCC1
[H]N=C(N)NOCCC(C(=O)O)N,GGB,l-canavanine,True,N=C(N)NOCCC(N)C(=O)O,N=C(N)NOCCC(N)C=O
C(C(C(=O)O)N)C(C(=O)N)O,GHG,"(2s,4s)-2,5-diamino-4-hydroxy-5-oxopentanoic acid (non-preferred name)",True,NC(=O)C(O)CC(N)C(=O)O,NC(=O)C(O)CC(N)C=O
C1CCC(CC1)NC(=O)N(C2CCCCC2)C(=O)CCC(C(=O)O)N,GLH,n-5-cyclohexyl-n-5-[(cyclohexylamino)carbonyl]glutamine,True,NC(CCC(=O)N(C(=O)NC1CCCCC1)C1CCCCC1)C(=O)O,NC(C=O)CCC(=O)N(C(=O)NC1CCCCC1)C1CCCCC1
C(CC(O)O)C(C(=O)O)N,GLJ,"5,5-dihydroxy-l-norvaline",True,NC(CCC(O)O)C(=O)O,NC(C=O)CCC(O)O
C(CC(=O)O)C(C=O)N,GLQ,4-amino-5-oxo-pentanoic acid,True,NC(C=O)CCC(=O)O,NC(C=O)CCC(=O)O
C(C=O)N,GLZ,amino-acetaldehyde,True,NCC=O,NCC=O
COC(=O)CCC(C(=O)O)N,GME,5-o-methyl-glutamic acid,True,COC(=O)CCC(N)C(=O)O,COC(=O)CCC(N)C=O
CNC(CCC(=O)N)C(=O)O,GNC,n~2~-methyl-l-glutamine,True,CNC(CCC(N)=O)C(=O)O,CNC(C=O)CCC(N)=O
[H]N=C(N)NCCCC(C(=O)O)[NH3+],GND,2-amino-5-guanidino-pentanoic acid,True,N=C(N)NCCCC(N)C(=O)O,N=C(N)NCCCC(N)C=O
C(CC(=O)N)C(C(=O)O)NCC(C(C(C(CO)O)O)O)O,GOP,glucopine,True,NC(=O)CCC(NCC(O)C(O)C(O)C(O)CO)C(=O)O,NC(=O)CCC(C=O)NCC(O)C(O)C(O)C(O)CO
Cc1c2c(c[nH]c2nc(n1)N)CCc3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O,GPB,"n-[4-[2-(2-amino-4-methyl-7h-pyrrolo[2,3-d]pyrimidin-5-yl)-ethyl]-benzoyl]glutamic acid",True,Cc1nc(N)nc2[nH]cc(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c12,Cc1nc(N)nc2[nH]cc(CCc3ccc(C(=O)NC(C=O)CCC(=O)O)cc3)c12
c1nc2c(n1C3C(C(C(O3)COP(=O)(NCCCCC(C(=O)O)N)O)O)O)N=C(NC2=O)N,GPL,lysine guanosine-5'-monophosphate,True,Nc1nc2c(ncn2C2OC(COP(=O)(O)NCCCCC(N)C(=O)O)C(O)C2O)c(=O)[nH]1,Nc1nc2c(ncn2C2OC(COP(=O)(O)NCCCCC(N)C=O)C(O)C2O)c(=O)[nH]1
CC(c1ccccc1)(C(=O)O)N,GRN,2-phenyl-l-alanine,True,CC(N)(C(=O)O)c1ccccc1,CC(N)(C=O)c1ccccc1
CCSC(C(=O)O)N,GSC,2-ethylthio glycine,True,CCSC(N)C(=O)O,CCSC(N)C=O
C(C(COP(=O)(O)OCC(C(=O)O)N)O)O,GSE,l-alpha-glycerophosphorylserine,True,NC(COP(=O)(O)OCC(O)CO)C(=O)O,NC(C=O)COP(=O)(O)OCC(O)CO
CCCCCCCCCSCC(C(=O)O)N,GT9,s-nonyl-cysteine,True,CCCCCCCCCSCC(N)C(=O)O,CCCCCCCCCSCC(N)C=O
CC(C(C(=O)O)N)OC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)CO)O)O)O)NC(=O)C,GTH,3-o-glucopyranosyl-threonine-[2-deoxy-2-acetamido-glucopyranoside],True,CC(=O)NC1C(OC(C)C(N)C(=O)O)OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1O,CC(=O)NC1C(OC(C)C(N)C=O)OC(CO)C(O)C1OC1OC(CO)C(O)C(O)C1O
CC(C(=O)O)N=Cc1cc(ccc1O)NC(=N)N,GUS,(e)-n-[(5-carbamimidamido-2-hydroxyphenyl)methylidene]-l-alanine,True,CC(N=Cc1cc(NC(=N)N)ccc1O)C(=O)O,CC(C=O)N=Cc1cc(NC(=N)N)ccc1O
CC(C)(COP(=O)(O)OCC(C(=O)O)N)C(C(=O)N)O,GVL,"o-[(r)-{[(3r)-4-amino-3-hydroxy-2,2-dimethyl-4-oxobutyl]oxy}(hydroxy)phosphoryl]-l-serine",True,CC(C)(COP(=O)(O)OCC(N)C(=O)O)C(O)C(N)=O,CC(C)(COP(=O)(O)OCC(N)C=O)C(O)C(N)=O
c1ccc(cc1)C(=O)NCC(=O)O,GZB,2-benzamidoethanoic acid,True,O=C(O)CNC(=O)c1ccccc1,O=CCNC(=O)c1ccccc1
CCC(C(=O)O)NC(=O)C,GZJ,(2s)-2-(acetylamino)butanoic acid,True,CCC(NC(C)=O)C(=O)O,CCC(C=O)NC(C)=O
C(CSCC(C(C(=O)NO)O)O)C(C(=O)O)N,H1D,"(2s)-2-amino-4-[(2r,3s)-2,3-dihydroxy-3-n-hydroxycarbamoyl-propylmercapto]butyric acid",True,NC(CCSCC(O)C(O)C(=O)NO)C(=O)O,NC(C=O)CCSCC(O)C(O)C(=O)NO
c1[nH]c2c(n1)ncnc2NC(=O)N(CCC(C(=O)O)N)CC3C(C(C(O3)n4cnc5c4ncnc5N)O)O,H3I,"(2~{s})-4-[[(2~{r},3~{s},4~{r},5~{r})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methyl-(7~{h}-purin-6-ylcarbamoyl)amino]-2-azanyl-butanoic acid",True,Nc1ncnc2c1ncn2C1OC(CN(CCC(N)C(=O)O)C(=O)Nc2ncnc3nc[nH]c23)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CN(CCC(N)C=O)C(=O)Nc2ncnc3nc[nH]c23)C(O)C1O
CC1CC(C(N1)C(=O)O)O,H5M,trans-3-hydroxy-5-methylproline,True,CC1CC(O)C(C(=O)O)N1,CC1CC(O)C(C=O)N1
CNC(CC1CCCCC1)C(=O)O,H7V,3-cyclohexyl-n-methyl-l-alanine,True,CNC(CC1CCCCC1)C(=O)O,CNC(C=O)CC1CCCCC1
CCCCCCCCOc1ccc(cc1)C(=O)NC(C(C)C)C(=O)O,H8R,(2~{s})-3-methyl-2-[(4-octoxyphenyl)carbonylamino]butanoic acid,True,CCCCCCCCOc1ccc(C(=O)NC(C(=O)O)C(C)C)cc1,CCCCCCCCOc1ccc(C(=O)NC(C=O)C(C)C)cc1
CCCC(CC1(CCCC1)C(=O)NC(Cc2ncc(o2)c3ccccc3)C(=O)O)C(=O)O,HA0,heteroarylalanine 5-phenyl oxazole,True,CCCC(CC1(C(=O)NC(Cc2ncc(-c3ccccc3)o2)C(=O)O)CCCC1)C(=O)O,CCCC(CC1(C(=O)NC(C=O)Cc2ncc(-c3ccccc3)o2)CCCC1)C(=O)O
COc1ccc(cc1C(=O)NN)NC(=O)C(=O)O,HAO,{[3-(hydrazinocarbonyl)-4-methoxyphenyl]amino}(oxo)acetic acid,True,COc1ccc(NC(=O)C(=O)O)cc1C(=O)NN,COc1ccc(NC(=O)C=O)cc1C(=O)NN
C(CC(C(=O)O)N)CNC(=N)NO,HAR,n-omega-hydroxy-l-arginine,True,N=C(NO)NCCCC(N)C(=O)O,N=C(NO)NCCCC(N)C=O
c1c(c2c([nH]1)c(ncn2)N)CN3CC(C(C3)O)CSCCC(C(=O)O)N,HCE,"{(3r,4s)-1-[(4-amino-5h-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-hydroxypyrrolidin-3-yl}-l-methionine",True,Nc1ncnc2c(CN3CC(O)C(CSCCC(N)C(=O)O)C3)c[nH]c12,Nc1ncnc2c(CN3CC(O)C(CSCCC(N)C=O)C3)c[nH]c12
c1c(cc(c(c1C(C(=O)O)N)Cl)O)O,HCL,"(2s)-2-azanyl-2-[2-chloranyl-3,5-bis(oxidanyl)phenyl]ethanoic acid",True,NC(C(=O)O)c1cc(O)cc(O)c1Cl,NC(C=O)c1cc(O)cc(O)c1Cl
CSSCCC(C(=O)O)N,HCM,(2s)-2-amino-4-(methyldisulfanyl)butanoic acid,True,CSSCCC(N)C(=O)O,CSSCCC(N)C=O
C(CS)C(C(=O)O)N,HCS,2-amino-4-mercapto-butyric acid,True,NC(CCS)C(=O)O,NC(C=O)CCS
C(CC(=O)NO)C(C(=O)O)N,HGA,glutamine hydroxamate,True,NC(CCC(=O)NO)C(=O)O,NC(C=O)CCC(=O)NO
c1nc2c(n1CCC(C(=O)O)N)N=C(NC2=O)N,HGL,"(2s)-2-amino-4-(2-amino-6-oxo-1,6-dihydro-9h-purin-9-yl)butanoic acid",True,Nc1nc2c(ncn2CCC(N)C(=O)O)c(=O)[nH]1,Nc1nc2c(ncn2CCC(N)C=O)c(=O)[nH]1
C(C(=O)O)(N)O,HGY,(2s)-amino(hydroxy)ethanoic acid,True,NC(O)C(=O)O,NC(O)C=O
C(CCCN)CCC(C(=O)O)N,HHK,"(2s)-2,8-diaminooctanoic acid",True,NCCCCCCC(N)C(=O)O,NCCCCCCC(N)C=O
Cn1cc(nc1)CC(C(=O)O)N,HIC,4-methyl-histidine,True,Cn1cnc(CC(N)C(=O)O)c1,Cn1cnc(CC(N)C=O)c1
c1c(n(c[nH+]1)P(=O)(O)O)CC(C(=O)O)N,HIP,nd1-phosphonohistidine,True,NC(Cc1cncn1P(=O)(O)O)C(=O)O,NC(C=O)Cc1cncn1P(=O)(O)O
c1c(ncn1C(CO)(CO)O)CC(C(=O)O)N,HIQ,"1-[1,2-dihydroxy-1-(hydroxymethyl)ethyl]-l-histidine",True,NC(Cc1cn(C(O)(CO)CO)cn1)C(=O)O,NC(C=O)Cc1cn(C(O)(CO)CO)cn1
c1c([nH]nn1)CC(C(=O)O)N,HIX,"3-(1h-1,2,3-triazol-5-yl)-l-alanine",True,NC(Cc1cnn[nH]1)C(=O)O,NC(C=O)Cc1cnn[nH]1
C(CS(=O)(=O)O)C(C(=O)O)N,HJT,(2~{s})-2-azanyl-4-sulfo-butanoic acid,True,NC(CCS(=O)(=O)O)C(=O)O,NC(C=O)CCS(=O)(=O)O
CNC(Cc1ccc(cc1)I)C(=O)O,HJY,4-iodo-n-methyl-d-phenylalanine,True,CNC(Cc1ccc(I)cc1)C(=O)O,CNC(C=O)Cc1ccc(I)cc1
CC(C)C(C(C(=O)O)N)O,HL2,"(2s,3r)-2-amino-3-hydroxy-4-methylpentanoic acid",True,CC(C)C(O)C(N)C(=O)O,CC(C)C(O)C(N)C=O
CC(CC(C(=O)O)N)CO,HL5,"(2s,4r)-5-hydroxyleucine",True,CC(CO)CC(N)C(=O)O,CC(CO)CC(N)C=O
CC(C)CCC(C(=O)O)N,HLX,5-methyl-l-norleucine,True,CC(C)CCC(N)C(=O)O,CC(C)CCC(N)C=O
CC(CC(=O)NCCCCC(C(=O)O)N)(CC(=O)O)O,HLY,(3~{r})-5-[[(5~{s})-5-azanyl-6-oxidanyl-6-oxidanylidene-hexyl]amino]-3-methyl-3-oxidanyl-5-oxidanylidene-pentanoic acid,True,CC(O)(CC(=O)O)CC(=O)NCCCCC(N)C(=O)O,CC(O)(CC(=O)O)CC(=O)NCCCCC(N)C=O
c1ccc(cc1)CCC(C(=O)O)N,HMF,2-amino-4-phenyl-butyric acid,True,NC(CCc1ccccc1)C(=O)O,NC(C=O)CCc1ccccc1
CCCCCC(C(CC=O)SCC(C(=O)O)N)O,HNC,"s-[(1s,2r)-2-hydroxy-1-(2-oxoethyl)heptyl]-l-cysteine",True,CCCCCC(O)C(CC=O)SCC(N)C(=O)O,CCCCCC(O)C(CC=O)SCC(N)C=O
C(C1=NC(=O)NC1=O)C(C(=O)O)N,HOO,"(2~{s})-2-azanyl-3-[2,5-bis(oxidanylidene)imidazol-4-yl]propanoic acid",True,NC(CC1=NC(=O)NC1=O)C(=O)O,NC(C=O)CC1=NC(=O)NC1=O
c1cc(ccc1CC(C(=O)O)N)N,HOX,4-amino-l-phenylalanine,True,Nc1ccc(CC(N)C(=O)O)cc1,Nc1ccc(CC(N)C=O)cc1
c1cc2c(cc1CC(C(=O)O)N)C(=O)c3cc(ccc3O2)F,HP9,(2s)-2-azanyl-3-(7-fluoranyl-9-oxidanylidene-xanthen-2-yl)propanoic acid,True,NC(Cc1ccc2oc3ccc(F)cc3c(=O)c2c1)C(=O)O,NC(C=O)Cc1ccc2oc3ccc(F)cc3c(=O)c2c1
c1cc2cc(cnc2c(c1)O)CC(C(=O)O)N,HQA,3-(8-hydroxyquinolin-3-yl)-l-alanine,True,NC(Cc1cnc2c(O)cccc2c1)C(=O)O,NC(C=O)Cc1cnc2c(O)cccc2c1
CCCCCC1C(CC(O1)O)n2cc(nc2)CC(C(=O)O)NC(=O)C,HRB,"n-acetyl-1-[(2r,3s,5r)-5-hydroxy-2-pentyltetrahydrofuran-3-yl]-l-histidine",True,CCCCCC1OC(O)CC1n1cnc(CC(NC(C)=O)C(=O)O)c1,CCCCCC1OC(O)CC1n1cnc(CC(C=O)NC(C)=O)c1
C(CCNC(=N)N)CC(C(=O)O)N,HRG,l-homoarginine,True,N=C(N)NCCCCC(N)C(=O)O,N=C(N)NCCCCC(N)C=O
c1c([nH+]cn1S(=O)(=O)O)CC(C(=O)O)N,HS8,3-(1-sulfo-1h-imidazol-3-ium-4-yl)-l-alanine,True,NC(Cc1cn(S(=O)(=O)O)cn1)C(=O)O,NC(C=O)Cc1cn(S(=O)(=O)O)cn1
C(CO)C(C(=O)O)N,HSE,l-homoserine,True,NC(CCO)C(=O)O,NC(C=O)CCO
c1c(n(cn1)O)CC(C(=O)O)N,HSK,3-hydroxy-l-histidine,True,NC(Cc1cncn1O)C(=O)O,NC(C=O)Cc1cncn1O
c1c([nH+]c[nH]1)CC(C=O)N,HSV,l-histidinal,True,NC(C=O)Cc1c[nH]cn1,NC(C=O)Cc1c[nH]cn1
c1cc(ccc1C2C(NC(=O)O2)C(=O)O)O,HT0,"(4r,5r)-5-(4-hydroxyphenyl)-2-oxo-1,3-oxazolidine-4-carboxylic acid",True,O=C1NC(C(=O)O)C(c2ccc(O)cc2)O1,O=CC1NC(=O)OC1c1ccc(O)cc1
CNC(=O)C(C(C(=O)O)N)O,HTN,(3r)-3-hydroxy-n-methyl-d-asparagine,True,CNC(=O)C(O)C(N)C(=O)O,CNC(=O)C(O)C(N)C=O
c1ccc2c(c1)c(c[nH]2)C(C(C(=O)O)N)O,HTR,beta-hydroxytryptophane,True,NC(C(=O)O)C(O)c1c[nH]c2ccccc12,NC(C=O)C(O)c1c[nH]c2ccccc12
c1nc(c2c(n1)n(cn2)C3C(C(C(O3)CN(CCCNc4c5c(ncn4)n(cn5)C6C(C(C(O6)CO)O)O)CCC(C(=O)O)N)O)O)N,I0C,"(2~{s})-4-[[(2~{r},3~{s},4~{r},5~{r})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methyl-[3-[[9-[(2~{r},5~{r})-5-(hydroxymethyl)-3,4-bis(oxidanyl)oxolan-2-yl]-7~{h}-purin-6-yl]amino]propyl]amino]-2-azanyl-butanoic acid",True,Nc1ncnc2c1ncn2C1OC(CN(CCCNc2ncnc3c2ncn3C2OC(CO)C(O)C2O)CCC(N)C(=O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CN(CCCNc2ncnc3c2ncn3C2OC(CO)C(O)C2O)CCC(N)C=O)C(O)C1O
CCC(C)(C)C(C(=O)O)N,I2M,3-methyl-l-alloisoleucine,True,CCC(C)(C)C(N)C(=O)O,CCC(C)(C)C(N)C=O
c1c2c(cc(c1F)F)[nH]cc2CC(C(=O)O)N,I3D,"5,6-difluoro-tryptophan",True,NC(Cc1c[nH]c2cc(F)c(F)cc12)C(=O)O,NC(C=O)Cc1c[nH]c2cc(F)c(F)cc12
CC(C)CNCC(=O)O,I4G,n-(2-methylpropyl)glycine,True,CC(C)CNCC(=O)O,CC(C)CNCC=O
[H]N=C(C)NCCC(CC(C(=O)O)N)F,I58,4r-fluoro-n6-ethanimidoyl-l-lysine,True,CC(=N)NCCC(F)CC(N)C(=O)O,CC(=N)NCCC(F)CC(N)C=O
C(C(C(=O)O)N)OO,I7F,o-hydroxy-l-serine,True,NC(COO)C(=O)O,NC(C=O)COO
c1cc(ccc1CC(C(=O)O)NC(=O)c2cnc3c(n2)N=C(NC3=O)N)O,I8T,(2s)-2-[(2-azanyl-4-oxidanylidene-3h-pteridin-7-yl)carbonylamino]-3-(4-hydroxyphenyl)propanoic acid,True,Nc1nc2nc(C(=O)NC(Cc3ccc(O)cc3)C(=O)O)cnc2c(=O)[nH]1,Nc1nc2nc(C(=O)NC(C=O)Cc3ccc(O)cc3)cnc2c(=O)[nH]1
c1ccc2c(c1)c(c[nH]2)CC(=O)NC(CC(=O)O)C(=O)O,IAD,n-[1h-indol-3-yl-acetyl]aspartic acid,True,O=C(O)CC(NC(=O)Cc1c[nH]c2ccccc12)C(=O)O,O=CC(CC(=O)O)NC(=O)Cc1c[nH]c2ccccc12
c1cc(ccc1CCC(C(=O)O)N)C(F)(F)F,IAE,(2s)-2-azanyl-4-[4-(trifluoromethyl)phenyl]butanoic acid,True,NC(CCc1ccc(C(F)(F)F)cc1)C(=O)O,NC(C=O)CCc1ccc(C(F)(F)F)cc1
CC(C)NCc1ccc(cc1)CC(C(=O)O)N,IAM,4-[(isopropylamino)methyl]phenylalanine,True,CC(C)NCc1ccc(CC(N)C(=O)O)cc1,CC(C)NCc1ccc(CC(N)C=O)cc1
C=CCCCC(C(=O)O)N,IC0,fmoc-(s)-2-(4-pentenyl)-glycine,True,C=CCCCC(N)C(=O)O,C=CCCCC(N)C=O
c1ccc(c(c1)CSCC(C(=O)O)N)I,ICY,s-(2-iodobenzyl)-l-cysteine,True,NC(CSCc1ccccc1I)C(=O)O,NC(C=O)CSCc1ccccc1I
c1ccc(cc1)CC(C(=O)O)NC(=O)c2cnc3c(n2)N=C(NC3=O)N,IEK,(2s)-2-[(2-azanyl-4-oxidanylidene-3h-pteridin-7-yl)carbonylamino]-3-phenyl-propanoic acid,True,Nc1nc2nc(C(=O)NC(Cc3ccccc3)C(=O)O)cnc2c(=O)[nH]1,Nc1nc2nc(C(=O)NC(C=O)Cc3ccccc3)cnc2c(=O)[nH]1
[H]N=C(C)NCCCCC(C(=O)O)N,IEL,n~6~-[(1z)-ethanimidoyl]-l-lysine,True,CC(=N)NCCCCC(N)C(=O)O,CC(=N)NCCCCC(N)C=O
c1cc(ccc1CC(C(=O)O)NC(=O)c2cnc3c(n2)N=C(NC3=O)N)F,IEZ,(2s)-2-[(2-azanyl-4-oxidanylidene-3h-pteridin-7-yl)carbonylamino]-3-(4-fluorophenyl)propanoic acid,True,Nc1nc2nc(C(=O)NC(Cc3ccc(F)cc3)C(=O)O)cnc2c(=O)[nH]1,Nc1nc2nc(C(=O)NC(C=O)Cc3ccc(F)cc3)cnc2c(=O)[nH]1
c1ccc(cc1)C(C(=O)O)NC(=O)c2cnc3c(n2)N=C(NC3=O)N,IF4,(2s)-2-[(2-azanyl-4-oxidanylidene-3h-pteridin-7-yl)carbonylamino]-2-phenyl-ethanoic acid,True,Nc1nc2nc(C(=O)NC(C(=O)O)c3ccccc3)cnc2c(=O)[nH]1,Nc1nc2nc(C(=O)NC(C=O)c3ccccc3)cnc2c(=O)[nH]1
c1ccc(cc1)CCC(C(=O)O)NC(=O)c2cnc3c(n2)N=C(NC3=O)N,IFQ,(2s)-2-[(2-azanyl-4-oxidanylidene-3h-pteridin-7-yl)carbonylamino]-4-phenyl-butanoic acid,True,Nc1nc2nc(C(=O)NC(CCc3ccccc3)C(=O)O)cnc2c(=O)[nH]1,Nc1nc2nc(C(=O)NC(C=O)CCc3ccccc3)cnc2c(=O)[nH]1
c1ccc2c(c1)CC(C2)C(C(=O)O)N,IGL,alpha-amino-2-indanacetic acid,True,NC(C(=O)O)C1Cc2ccccc2C1,NC(C=O)C1Cc2ccccc2C1
c1cc(ccc1COc2ccc3ccc(cc3c2)S(=O)(=O)NC(CCC(=O)O)C(=O)O)C#N,IK4,n-({7-[(4-cyanobenzyl)oxy]naphthalen-2-yl}sulfonyl)-d-glutamic acid,True,N#Cc1ccc(COc2ccc3ccc(S(=O)(=O)NC(CCC(=O)O)C(=O)O)cc3c2)cc1,N#Cc1ccc(COc2ccc3ccc(S(=O)(=O)NC(C=O)CCC(=O)O)cc3c2)cc1
BP1(CCCC1)c2ccc(cc2)CC(C(=O)O)N,IKJ,(2~{s})-2-azanyl-3-[4-(1-boranyl-1$l^{5}-phospholan-1-yl)phenyl]propanoic acid,True,B[PH]1(c2ccc(CC(N)C(=O)O)cc2)CCCC1,B[PH]1(c2ccc(CC(N)C=O)cc2)CCCC1
C(CC(C(=O)O)[NH3+])C=O,ILG,glutamyl group,True,NC(CCC=O)C(=O)O,NC(C=O)CCC=O
CC(C(CO)O)C(C(=O)O)N,ILX,"4,5-dihydroxyisoleucine",True,CC(C(O)CO)C(N)C(=O)O,CC(C(N)C=O)C(O)CO
CC(C)NCCCCC(C(=O)O)N,ILY,n~6~-propan-2-yl-l-lysine,True,CC(C)NCCCCC(N)C(=O)O,CC(C)NCCCCC(N)C=O
CCC(C)C(C(=O)O)NC,IML,n-methyl-isoleucine,True,CCC(C)C(NC)C(=O)O,CCC(C)C(C=O)NC
c1cc(ccc1CC(C(=O)O)N)I,IOY,p-iodo-d-phenylalanine,True,NC(Cc1ccc(I)cc1)C(=O)O,NC(C=O)Cc1ccc(I)cc1
CC(C)NCC(=O)O,IPG,n-isopropyl glycine,True,CC(C)NCC(=O)O,CC(C)NCC=O
Cc1c(c(c(cn1)COP(=O)(O)O)C=NCCCCC(C(=O)O)N)O,IT1,(2s)-2-amino-6-[[3-hydroxy-2-methyl-5-(phosphonooxymethyl)pyridin-4-yl]methylideneamino]hexanoic acid,True,Cc1ncc(COP(=O)(O)O)c(C=NCCCCC(N)C(=O)O)c1O,Cc1ncc(COP(=O)(O)O)c(C=NCCCCC(N)C=O)c1O
